"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Average Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis"
"Visiting Nurse Service Of New York Home Care Ii","Visiting Nurse Service Of New York Home Care Ii","20200506","grant","$6,286,325","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","New York","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Visiting Nurse Service Of New York Hospice Care","Visiting Nurse Service Of New York Hospice Care","20200506","grant","$5,459,945","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","New York","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Visiting Nurse Services In Westchester","Visiting Nurse Services In Westchester","20200506","grant","$1,252,818","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","New York","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Visiting Nurse Services Of Newport And Bristol Counties","Visiting Nurse Services Of Newport And Bristol Counties","20200506","grant","$874,824","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Rhode Island","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Visiting Nursing Association Of Western New York","Visiting Nursing Association Of Western New York","20200506","grant","$1,797,619","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","New York","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vislink Technologies, Inc.","Vislink Technologies, Inc.","20200410","loan","$0","$1,167,700","Small Business Administration","Paycheck Protection Program","","https://www.sec.gov/Archives/edgar/data/1565228/000149315220007006/form8-k.htm",""," ","","","publicly traded","VISL","Florida","USA","miscellaneous manufacturing","microwave communications equipment","150","0","0","","0","0","0","0","","$510,857","$0","0"
"Vista Community Clinic","Vista Community Clinic","20200506","grant","$1,029,012","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","California","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"VistaGen Therapeutics, Inc.","VistaGen Therapeutics, Inc.","20200422","loan","$0","$224,000","Small Business Administration","Paycheck Protection Program","","https://www.sec.gov/Archives/edgar/data/1411685/000165495420004484/vtgn8k_apr222020.htm",""," ","","","publicly traded","VTGN","California","USA","pharmaceuticals","biopharmaceuticals","9","0","0","","0","0","0","0","","$951,115","$0","0"
"Vistar Eye Center Inc","Vistar Eye Center Inc","20200506","grant","$2,143,027","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Virginia","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vitalcare","Vitalcare","20200506","grant","$925,070","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Michigan","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vitalmd Group Holding Llc","Vitalmd Group Holding Llc","20200506","grant","$1,248,327","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Florida","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vitreo Retinal Associates Pa","Vitreo Retinal Associates Pa","20200506","grant","$762,118","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Florida","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vitreo Retinal Consultants Inc","Vitreo Retinal Consultants Inc","20200506","grant","$733,658","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Pennsylvania","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vitreo-Retinal Associates P.C.","Vitreo-Retinal Associates P.C.","20200506","grant","$616,465","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Michigan","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vitreo-Retinal Consultants & Surgeons Pa","Vitreo-Retinal Consultants & Surgeons Pa","20200506","grant","$1,250,027","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Kansas","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vitreous & Retina Consultants","Vitreous & Retina Consultants","20200506","grant","$983,798","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Florida","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Viveve Medical, Inc.","Viveve Medical, Inc.","20200424","loan","$0","$1,343,400","Small Business Administration","Paycheck Protection Program","","https://www.sec.gov/Archives/edgar/data/879682/000143774920008462/vive20200423_8k.htm",""," ","","","publicly traded","VIVE","Colorado","USA","medical equipment and supplies","urinary treatment systems","55","0","0","","0","0","0","0","","$954,085","$0","0"
"Vjj Holding Company Llc","Vjj Holding Company Llc","20200506","grant","$539,123","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","New York","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna & Hospice Of Cooley Dickinson Inc","Vna & Hospice Of Cooley Dickinson Inc","20200506","grant","$663,261","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Massachusetts","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna & Hospice Of The Southwest Region","Vna & Hospice Of The Southwest Region","20200506","grant","$834,849","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Vermont","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Care Hospice Inc","Vna Care Hospice Inc","20200506","grant","$1,067,982","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Massachusetts","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Care Network","Vna Care Network","20200506","grant","$1,863,424","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Massachusetts","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Corporation","Vna Corporation","20200506","grant","$524,697","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Missouri","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Health Care","Vna Health Care","20200506","grant","$1,024,482","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Illinois","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Health Group Of New Jersey Llc","Vna Health Group Of New Jersey Llc","20200506","grant","$6,250,489","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","New Jersey","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Home Health & Hospice Services Inc","Vna Home Health & Hospice Services Inc","20200506","grant","$841,228","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","New Hampshire","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Home Health Services","Vna Home Health Services","20200506","grant","$863,576","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Pennsylvania","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Hospice And Palliative Care Of Southern California","Vna Hospice And Palliative Care Of Southern California","20200506","grant","$1,422,934","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","California","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
"Vna Hospice Of Indian River County","Vna Hospice Of Indian River County","20200506","grant","$666,355","$0","Health and Human Services Department","Public Health and Social Services Emergency Fund (Provider Relief Fund)","","https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data",""," ","","","privately held","","Florida","USA","healthcare services","healthcare services","0","0","0","","0","0","0","0","","$0","$0","0"
